S.No,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close,
,                                        167,,NRM,,,                                        278.00,,                                        0.00,,                                        0.00,,                                        278.00,,                                        285.60,,                                        275.00,,"                                        46,745.00",,                                        278.00,
,                                        168,,NRN,,,                                        458.00,,                                        3.00,,                                        0.66,,                                        452.10,,                                        465.00,,                                        452.10,,"                                        10,463.00",,                                        455.00,
,                                        169,,NSIF2,,,                                        8.65,,                                        -0.10,,                                        -1.14,,                                        8.80,,                                        8.80,,                                        8.65,,"                                        1,020.00",,                                        8.75,
,                                        170,,NTC,,,                                        873.00,,                                        -0.90,,                                        -0.10,,                                        873.00,,                                        880.00,,                                        867.30,,"                                        18,623.00",,                                        873.90,
,                                        171,,NUBL,,,                                        610.00,,                                        -2.00,,                                        -0.33,,                                        612.00,,                                        621.00,,                                        610.00,,"                                        3,598.00",,                                        612.00,
,                                        172,,NYADI,,,                                        233.00,,                                        0.00,,                                        0.00,,                                        228.70,,                                        237.00,,                                        228.70,,"                                        1,165.00",,                                        233.00,
,                                        173,,OHL,,,                                        795.00,,                                        25.00,,                                        3.25,,                                        785.40,,                                        805.00,,                                        775.00,,"                                        18,935.00",,                                        770.00,
,                                        174,,PBD88,,,                                        902.00,,                                        17.00,,                                        1.92,,                                        887.30,,                                        902.00,,                                        887.30,,                                        75.00,,                                        885.00,
,                                        175,,PBLD86,,,                                        932.00,,                                        -19.00,,                                        -2.00,,                                        932.00,,                                        932.00,,                                        932.00,,                                        100.00,,                                        951.00,
,                                        176,,PBLD87,,,                                        775.00,,                                        5.00,,                                        0.65,,                                        761.00,,                                        775.00,,                                        761.00,,                                        50.00,,                                        770.00,
,                                        177,,PCBL,,,                                        185.70,,                                        0.30,,                                        0.16,,                                        184.00,,                                        185.70,,                                        182.20,,"                                        44,618.00",,                                        185.40,
,                                        178,,PFL,,,                                        362.00,,                                        3.10,,                                        0.86,,                                        355.00,,                                        366.80,,                                        355.00,,"                                        4,325.00",,                                        358.90,
,                                        179,,PHCL,,,                                        280.00,,                                        6.00,,                                        2.19,,                                        268.70,,                                        283.00,,                                        266.00,,"                                        29,151.00",,                                        274.00,
,                                        180,,PMHPL,,,                                        175.00,,                                        -2.00,,                                        -1.13,,                                        179.00,,                                        180.50,,                                        175.00,,"                                        2,190.00",,                                        177.00,
,                                        181,,PPCL,,,                                        241.90,,                                        -2.20,,                                        -0.90,,                                        248.80,,                                        248.80,,                                        239.00,,"                                        13,028.00",,                                        244.10,
,                                        182,,PPL,,,                                        236.60,,                                        -3.10,,                                        -1.29,,                                        235.00,,                                        244.30,,                                        230.10,,"                                        5,480.00",,                                        239.70,
,                                        183,,PRIN,,,                                        687.00,,                                        7.00,,                                        1.03,,                                        675.00,,                                        699.90,,                                        675.00,,"                                        6,043.00",,                                        680.00,
,                                        184,,PROFL,,,                                        307.80,,                                        -2.20,,                                        -0.71,,                                        316.20,,                                        316.80,,                                        307.80,,"                                        21,928.00",,                                        310.00,
,                                        185,,PRSF,,,                                        7.85,,                                        -0.15,,                                        -1.88,,                                        7.86,,                                        8.00,,                                        7.85,,"                                        1,700.00",,                                        8.00,
,                                        186,,PRVU,,,                                        163.70,,                                        -0.30,,                                        -0.18,,                                        165.00,,                                        165.10,,                                        163.00,,"                                        82,666.00",,                                        164.00,
,                                        187,,PSF,,,                                        8.67,,                                        -0.08,,                                        -0.91,,                                        8.60,,                                        8.77,,                                        8.60,,"                                        8,960.00",,                                        8.75,
,                                        188,,RADHI,,,                                        211.00,,                                        2.00,,                                        0.96,,                                        210.50,,                                        212.90,,                                        207.60,,"                                        19,942.00",,                                        209.00,
,                                        189,,RAWA,,,                                        344.00,,                                        5.00,,                                        1.47,,                                        332.40,,                                        345.70,,                                        332.40,,"                                        2,902.00",,                                        339.00,
,                                        190,,RBCL,,,"                                        15,250.00",,                                        0.00,,                                        0.00,,"                                        15,554.00",,"                                        15,554.00",,"                                        15,010.00",,                                        398.00,,"                                        15,250.00",
,                                        191,,RBCLPO,,,"                                        12,745.00",,                                        -979.00,,                                        -7.13,,"                                        13,998.00",,"                                        13,998.00",,"                                        12,745.00",,"                                        1,723.00",,"                                        13,724.00",
,                                        192,,RFPL,,,                                        220.00,,                                        1.60,,                                        0.73,,                                        214.10,,                                        229.00,,                                        214.10,,"                                        6,525.00",,                                        218.40,
,                                        193,,RHGCL,,,                                        205.00,,                                        -9.00,,                                        -4.21,,                                        210.00,,                                        216.90,,                                        205.00,,"                                        5,012.00",,                                        214.00,
,                                        194,,RHPL,,,                                        288.00,,                                        7.00,,                                        2.49,,                                        284.60,,                                        292.00,,                                        281.20,,"                                        11,455.00",,                                        281.00,
,                                        195,,RIDI,,,                                        202.90,,                                        -3.00,,                                        -1.46,,                                        207.00,,                                        208.00,,                                        202.00,,"                                        22,415.00",,                                        205.90,
,                                        196,,RLFL,,,                                        320.00,,                                        -1.50,,                                        -0.47,,                                        320.10,,                                        330.00,,                                        316.60,,"                                        28,479.00",,                                        321.50,
,                                        197,,RMF1,,,                                        7.23,,                                        -0.08,,                                        -1.09,,                                        7.36,,                                        7.40,,                                        7.20,,"                                        6,900.00",,                                        7.31,
,                                        198,,RSDC,,,                                        545.30,,                                        0.30,,                                        0.06,,                                        555.80,,                                        559.90,,                                        537.10,,"                                        1,742.00",,                                        545.00,
,                                        199,,RURU,,,                                        760.00,,                                        5.00,,                                        0.66,,                                        760.00,,                                        770.10,,                                        759.00,,                                        654.00,,                                        755.00,
,                                        200,,SABSL,,,                                        612.00,,                                        -18.00,,                                        -2.86,,                                        621.00,,                                        642.00,,                                        594.00,,                                        950.00,,                                        630.00,
,                                        201,,SADBL,,,                                        314.00,,                                        3.20,,                                        1.03,,                                        308.00,,                                        317.00,,                                        308.00,,"                                        10,127.00",,                                        310.80,
,                                        202,,SAEF,,,                                        11.10,,                                        0.00,,                                        0.00,,                                        11.00,,                                        11.22,,                                        11.00,,"                                        6,600.00",,                                        11.10,
,                                        203,,SAGF,,,                                        7.92,,                                        -0.02,,                                        -0.25,,                                        7.95,,                                        8.09,,                                        7.92,,"                                        1,800.00",,                                        7.94,
,                                        204,,SAHAS,,,                                        420.00,,                                        -3.00,,                                        -0.71,,                                        430.00,,                                        430.00,,                                        418.00,,"                                        6,769.00",,                                        423.00,
,                                        205,,SALICO,,,                                        731.20,,                                        6.20,,                                        0.86,,                                        725.00,,                                        740.00,,                                        725.00,,"                                        9,598.00",,                                        725.00,
,                                        206,,SANIMA,,,                                        300.80,,                                        0.80,,                                        0.27,,                                        306.00,,                                        306.00,,                                        300.00,,"                                        58,747.00",,                                        300.00,
,                                        207,,SAPDBL,,,                                        242.00,,                                        2.00,,                                        0.83,,                                        244.80,,                                        244.80,,                                        237.00,,"                                        4,999.00",,                                        240.00,
,                                        208,,SBCF,,,                                        7.42,,                                        -0.08,,                                        -1.07,,                                        7.40,,                                        7.65,,                                        7.40,,"                                        1,250.00",,                                        7.50,
,                                        209,,SBI,,,                                        335.00,,                                        2.00,,                                        0.60,,                                        326.60,,                                        339.60,,                                        326.60,,"                                        34,281.00",,                                        333.00,
,                                        210,,SBID83,,,                                        951.00,,                                        19.20,,                                        2.06,,                                        950.40,,                                        951.00,,                                        950.40,,                                        20.00,,                                        931.80,
,                                        211,,SBL,,,                                        265.00,,                                        1.00,,                                        0.38,,                                        265.00,,                                        267.20,,                                        260.00,,"                                        58,770.00",,                                        264.00,
,                                        212,,SCB,,,                                        562.00,,                                        -0.70,,                                        -0.12,,                                        566.00,,                                        570.00,,                                        561.70,,"                                        21,472.00",,                                        562.70,
,                                        213,,SDLBSL,,,                                        640.00,,                                        17.00,,                                        2.73,,                                        615.00,,                                        641.00,,                                        615.00,,                                        755.00,,                                        623.00,
,                                        214,,SEF,,,                                        8.06,,                                        -0.06,,                                        -0.74,,                                        7.97,,                                        8.13,,                                        7.83,,"                                        18,225.00",,                                        8.12,
,                                        215,,SFCL,,,                                        277.40,,                                        0.00,,                                        0.00,,                                        281.90,,                                        285.00,,                                        277.00,,"                                        19,481.00",,                                        277.40,
,                                        216,,SFEF,,,                                        8.48,,                                        0.16,,                                        1.92,,                                        8.20,,                                        8.48,,                                        8.20,,"                                        1,300.00",,                                        8.32,
,                                        217,,SFMF,,,                                        11.15,,                                        -0.05,,                                        -0.45,,                                        11.32,,                                        11.32,,                                        11.15,,"                                        3,200.00",,                                        11.20,
,                                        218,,SGHC,,,                                        223.60,,                                        4.80,,                                        2.19,,                                        220.20,,                                        230.90,,                                        220.20,,"                                        5,335.00",,                                        218.80,
,                                        219,,SGIC,,,                                        589.00,,                                        13.00,,                                        2.26,,                                        581.00,,                                        595.00,,                                        580.10,,"                                        12,080.00",,                                        576.00,
,                                        220,,SHEL,,,                                        257.00,,                                        2.00,,                                        0.78,,                                        252.00,,                                        257.00,,                                        252.00,,"                                        1,220.00",,                                        255.00,
,                                        221,,SHINE,,,                                        379.00,,                                        1.00,,                                        0.26,,                                        378.00,,                                        387.00,,                                        378.00,,"                                        45,302.00",,                                        378.00,
,                                        222,,SHIVM,,,                                        536.00,,                                        4.00,,                                        0.75,,                                        521.40,,                                        545.00,,                                        521.40,,"                                        82,116.00",,                                        532.00,
,                                        223,,SHL,,,                                        463.00,,                                        10.00,,                                        2.21,,                                        460.00,,                                        474.00,,                                        449.00,,"                                        295,677.00",,                                        453.00,
,                                        224,,SHLB,,,"                                        1,015.00",,                                        3.00,,                                        0.30,,                                        994.00,,"                                        1,032.20",,                                        994.00,,                                        250.00,,"                                        1,012.00",
,                                        225,,SHPC,,,                                        350.30,,                                        -2.70,,                                        -0.76,,                                        354.90,,                                        355.00,,                                        348.10,,"                                        81,116.00",,                                        353.00,
,                                        226,,SICL,,,                                        787.00,,                                        -2.00,,                                        -0.25,,                                        804.00,,                                        805.00,,                                        783.10,,"                                        13,002.00",,                                        789.00,
,                                        227,,SIFC,,,                                        341.00,,                                        2.00,,                                        0.59,,                                        339.00,,                                        345.00,,                                        335.00,,"                                        5,630.00",,                                        339.00,
,                                        228,,SIGS2,,,                                        9.35,,                                        0.85,,                                        10.00,,                                        8.67,,                                        9.35,,                                        8.67,,"                                        1,450.00",,                                        8.50,
,                                        229,,SIKLES,,,                                        364.80,,                                        -2.40,,                                        -0.65,,                                        365.00,,                                        365.00,,                                        351.00,,"                                        4,020.00",,                                        367.20,
,                                        230,,SINDU,,,                                        258.00,,                                        -1.90,,                                        -0.73,,                                        265.00,,                                        265.00,,                                        256.00,,"                                        3,235.00",,                                        259.90,
,                                        231,,SJCL,,,                                        280.00,,                                        4.00,,                                        1.45,,                                        281.50,,                                        286.80,,                                        278.00,,"                                        3,975.00",,                                        276.00,
,                                        232,,SJLIC,,,                                        561.00,,                                        6.00,,                                        1.08,,                                        566.00,,                                        567.00,,                                        555.00,,"                                        51,580.00",,                                        555.00,
,                                        233,,SKBBL,,,                                        923.00,,                                        4.30,,                                        0.47,,                                        937.00,,                                        937.00,,                                        915.10,,"                                        15,816.00",,                                        918.70,
,                                        234,,SLBBL,,,                                        692.90,,                                        -22.10,,                                        -3.09,,                                        710.00,,                                        710.00,,                                        680.00,,"                                        2,934.00",,                                        715.00,
,                                        235,,SLBSL,,,                                        864.90,,                                        -15.10,,                                        -1.72,,                                        862.40,,                                        864.90,,                                        862.40,,                                        23.00,,                                        880.00,
,                                        236,,SLCF,,,                                        7.55,,                                        -0.05,,                                        -0.66,,                                        7.45,,                                        7.55,,                                        7.45,,"                                        2,220.00",,                                        7.60,
,                                        237,,SMATA,,,                                        650.20,,                                        25.20,,                                        4.03,,                                        637.50,,                                        650.20,,                                        630.00,,                                        324.00,,                                        625.00,
,                                        238,,SMB,,,                                        995.00,,                                        20.00,,                                        2.05,,                                        980.00,,                                        999.60,,                                        980.00,,                                        320.00,,                                        975.00,
,                                        239,,SMFBS,,,"                                        1,138.90",,                                        8.90,,                                        0.79,,"                                        1,107.40",,"                                        1,138.90",,"                                        1,107.40",,                                        21.00,,"                                        1,130.00",
,                                        240,,SMH,,,                                        583.30,,                                        -23.70,,                                        -3.90,,                                        594.90,,                                        595.00,,                                        583.20,,"                                        3,597.00",,                                        607.00,
,                                        241,,SMHL,,,                                        360.80,,                                        13.80,,                                        3.98,,                                        340.30,,                                        368.10,,                                        333.70,,"                                        7,830.00",,                                        347.00,
,                                        242,,SMJC,,,                                        247.50,,                                        13.50,,                                        5.77,,                                        232.10,,                                        247.50,,                                        232.10,,"                                        15,355.00",,                                        234.00,
,                                        243,,SPC,,,                                        375.00,,                                        5.00,,                                        1.35,,                                        370.00,,                                        389.00,,                                        367.30,,"                                        1,430.00",,                                        370.00,
,                                        244,,SPDL,,,                                        182.90,,                                        -3.70,,                                        -1.98,,                                        187.00,,                                        187.00,,                                        181.60,,"                                        8,972.00",,                                        186.60,
,                                        245,,SPHL,,,                                        352.00,,                                        -1.70,,                                        -0.48,,                                        356.50,,                                        356.50,,                                        336.00,,"                                        1,282.00",,                                        353.70,
,                                        246,,SPIL,,,                                        754.90,,                                        0.90,,                                        0.12,,                                        761.80,,                                        768.00,,                                        748.10,,"                                        12,550.00",,                                        754.00,
,                                        247,,SPL,,,                                        662.20,,                                        -5.80,,                                        -0.87,,                                        675.00,,                                        675.30,,                                        662.20,,                                        320.00,,                                        668.00,
,                                        248,,SRLI,,,                                        532.00,,                                        18.00,,                                        3.50,,                                        523.00,,                                        541.00,,                                        515.00,,"                                        36,757.00",,                                        514.00,
,                                        249,,SSHL,,,                                        157.00,,                                        -1.00,,                                        -0.63,,                                        159.00,,                                        162.10,,                                        157.00,,"                                        40,702.00",,                                        158.00,
,                                        250,,STC,,,"                                        5,349.00",,                                        117.50,,                                        2.25,,"                                        5,172.00",,"                                        5,380.00",,"                                        5,172.00",,"                                        2,813.00",,"                                        5,231.50",
,                                        251,,SWBBL,,,                                        772.00,,                                        -3.90,,                                        -0.50,,                                        762.00,,                                        781.00,,                                        762.00,,"                                        5,384.00",,                                        775.90,
,                                        252,,SWMF,,,                                        618.10,,                                        1.10,,                                        0.18,,                                        610.00,,                                        628.00,,                                        610.00,,"                                        2,188.00",,                                        617.00,
,                                        253,,TAMOR,,,                                        250.50,,                                        1.00,,                                        0.40,,                                        248.00,,                                        264.00,,                                        245.20,,"                                        10,568.00",,                                        249.50,
,                                        254,,TPC,,,                                        335.70,,                                        -4.30,,                                        -1.26,,                                        334.00,,                                        335.70,,                                        329.20,,                                        330.00,,                                        340.00,
,                                        255,,TRH,,,                                        776.00,,                                        19.50,,                                        2.58,,                                        771.60,,                                        794.80,,                                        765.00,,"                                        18,958.00",,                                        756.50,
,                                        256,,TSHL,,,                                        287.00,,                                        -7.00,,                                        -2.38,,                                        288.20,,                                        291.30,,                                        271.50,,"                                        10,938.00",,                                        294.00,
,                                        257,,UAIL,,,                                        588.20,,                                        3.40,,                                        0.58,,                                        595.00,,                                        598.00,,                                        588.00,,"                                        22,226.00",,                                        584.80,
,                                        258,,UHEWA,,,                                        293.60,,                                        0.40,,                                        0.14,,                                        293.00,,                                        296.90,,                                        292.00,,"                                        5,359.00",,                                        293.20,
,                                        259,,ULBSL,,,"                                        1,272.00",,                                        9.00,,                                        0.71,,"                                        1,265.00",,"                                        1,288.00",,"                                        1,256.00",,                                        565.00,,"                                        1,263.00",
,                                        260,,UMHL,,,                                        190.00,,                                        0.10,,                                        0.05,,                                        191.90,,                                        193.50,,                                        190.00,,"                                        16,855.00",,                                        189.90,
,                                        261,,UMRH,,,                                        407.70,,                                        -0.40,,                                        -0.10,,                                        416.20,,                                        423.00,,                                        407.20,,"                                        1,646.00",,                                        408.10,
,                                        262,,UNHPL,,,                                        168.00,,                                        1.00,,                                        0.60,,                                        165.00,,                                        171.50,,                                        165.00,,"                                        13,515.00",,                                        167.00,
,                                        263,,UNL,,,"                                        36,000.00",,                                        -949.00,,                                        -2.57,,"                                        37,500.00",,"                                        37,500.00",,"                                        36,000.00",,                                        130.00,,"                                        36,949.00",
,                                        264,,UNLB,,,"                                        1,220.00",,                                        55.00,,                                        4.72,,"                                        1,160.00",,"                                        1,269.90",,"                                        1,160.00",,"                                        1,790.00",,"                                        1,165.00",
,                                        265,,UPCL,,,                                        188.10,,                                        0.10,,                                        0.05,,                                        189.00,,                                        194.50,,                                        188.00,,"                                        27,274.00",,                                        188.00,
,                                        266,,UPPER,,,                                        234.00,,                                        1.00,,                                        0.43,,                                        236.00,,                                        239.00,,                                        233.00,,"                                        32,877.00",,                                        233.00,
,                                        267,,USHEC,,,                                        235.80,,                                        -6.90,,                                        -2.84,,                                        237.90,,                                        237.90,,                                        230.30,,"                                        3,518.00",,                                        242.70,
,                                        268,,USHL,,,                                        327.00,,                                        19.00,,                                        6.17,,                                        302.00,,                                        331.00,,                                        298.20,,"                                        11,300.00",,                                        308.00,
,                                        269,,USLB,,,                                        750.00,,                                        0.00,,                                        0.00,,                                        751.00,,                                        751.00,,                                        741.00,,                                        105.00,,                                        750.00,
,                                        270,,VLBS,,,                                        618.50,,                                        6.60,,                                        1.08,,                                        600.10,,                                        618.50,,                                        600.10,,                                        367.00,,                                        611.90,
,                                        271,,WNLB,,,                                        748.00,,                                        3.40,,                                        0.46,,                                        735.00,,                                        749.70,,                                        735.00,,                                        277.00,,                                        744.60,
